Topic,Sentiment,TweetId,TweetDate,TweetText
apple,1,1.26405E+17,Tue Oct 18 21:11:59 +0000 2011,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
apple,1,1.26405E+17,Tue Oct 18 21:11:24 +0000 2011,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss
apple,1,1.26401E+17,Tue Oct 18 20:53:55 +0000 2011,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple
apple,1,1.26393E+17,Tue Oct 18 20:24:22 +0000 2011,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.
apple,1,1.26392E+17,Tue Oct 18 20:21:11 +0000 2011,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please."
apple,1,1.26385E+17,Tue Oct 18 19:51:55 +0000 2011,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild."
apple,1,1.26383E+17,Tue Oct 18 19:43:40 +0000 2011,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
apple,1,1.26382E+17,Tue Oct 18 19:40:03 +0000 2011,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
apple,1,1.26382E+17,Tue Oct 18 19:37:56 +0000 2011,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity
apple,1,1.26381E+17,Tue Oct 18 19:34:15 +0000 2011,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!"
apple,1,1.26377E+17,Tue Oct 18 19:21:10 +0000 2011,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.
apple,1,1.26375E+17,Tue Oct 18 19:13:33 +0000 2011,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple"
apple,1,1.26373E+17,Tue Oct 18 19:02:52 +0000 2011,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
apple,1,1.26372E+17,Tue Oct 18 19:00:17 +0000 2011,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?"
apple,1,1.26363E+17,Tue Oct 18 18:24:58 +0000 2011,removing all @apple shit.
apple,1,1.26361E+17,Tue Oct 18 18:18:19 +0000 2011,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
apple,1,1.26358E+17,Tue Oct 18 18:05:41 +0000 2011,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
apple,1,1.26358E+17,Tue Oct 18 18:05:34 +0000 2011,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
apple,1,1.26358E+17,Tue Oct 18 18:02:49 +0000 2011,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :("
apple,1,1.26357E+17,Tue Oct 18 18:01:25 +0000 2011,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.
apple,1,1.26355E+17,Tue Oct 18 17:51:05 +0000 2011,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
apple,1,1.26352E+17,Tue Oct 18 17:40:32 +0000 2011,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
apple,1,1.26348E+17,Tue Oct 18 17:25:25 +0000 2011,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
apple,1,1.26344E+17,Tue Oct 18 17:10:33 +0000 2011,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv"
apple,1,1.26344E+17,Tue Oct 18 17:08:35 +0000 2011,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!
apple,1,1.26344E+17,Tue Oct 18 17:07:35 +0000 2011,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers..."
apple,1,1.26343E+17,Tue Oct 18 17:05:44 +0000 2011,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
apple,1,1.26335E+17,Tue Oct 18 16:31:29 +0000 2011,@APPLE Wow @MOTOROLA Just crushed your dreams....
apple,1,1.26331E+17,Tue Oct 18 16:18:30 +0000 2011,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"
apple,1,1.26328E+17,Tue Oct 18 16:04:31 +0000 2011,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"
apple,1,1.26325E+17,Tue Oct 18 15:51:39 +0000 2011,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?"
apple,1,1.26324E+17,Tue Oct 18 15:50:56 +0000 2011,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
apple,1,1.26324E+17,Tue Oct 18 15:49:41 +0000 2011,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
apple,1,1.26321E+17,Tue Oct 18 15:38:08 +0000 2011,@apple why is my iPhone battery so crappy #fail
apple,1,1.2632E+17,Tue Oct 18 15:33:37 +0000 2011,My @Apple @macbook keyboard will not type :(
apple,1,1.26311E+17,Tue Oct 18 14:56:19 +0000 2011,"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber"
apple,1,1.2631E+17,Tue Oct 18 14:52:13 +0000 2011,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"
apple,1,1.26307E+17,Tue Oct 18 14:42:07 +0000 2011,I hate my @apple computer.  Thats 3500 dollars down the drain.
apple,1,1.26302E+17,Tue Oct 18 14:23:30 +0000 2011,@apple my iPhone is charging very slowly!!!!!
apple,1,1.26297E+17,Tue Oct 18 14:03:23 +0000 2011,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!"
apple,1,1.26292E+17,Tue Oct 18 13:43:33 +0000 2011,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software."
apple,1,1.26287E+17,Tue Oct 18 13:21:37 +0000 2011,One would think the voice recognition on the @apple tech support line would work a little better.
apple,1,1.26284E+17,Tue Oct 18 13:08:51 +0000 2011,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!"
apple,1,1.26281E+17,Tue Oct 18 12:58:35 +0000 2011,"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do."
apple,1,1.26281E+17,Tue Oct 18 12:56:45 +0000 2011,@AsimRang @apple @umber the desktop app is wack though
apple,1,1.2628E+17,Tue Oct 18 12:53:47 +0000 2011,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
apple,1,1.26258E+17,Tue Oct 18 11:25:43 +0000 2011,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
apple,1,1.26251E+17,Tue Oct 18 10:59:31 +0000 2011,#DontBeMadAtMeBecause #Android is by far better than @Apple
apple,1,1.26248E+17,Tue Oct 18 10:45:37 +0000 2011,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
apple,1,1.26244E+17,Tue Oct 18 10:30:14 +0000 2011,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
apple,1,1.26241E+17,Tue Oct 18 10:18:00 +0000 2011,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.
apple,1,1.26238E+17,Tue Oct 18 10:08:32 +0000 2011,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!
apple,1,1.26222E+17,Tue Oct 18 09:03:39 +0000 2011,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
apple,1,1.26189E+17,Tue Oct 18 06:53:05 +0000 2011,fuck u @apple
apple,1,1.26189E+17,Tue Oct 18 06:52:44 +0000 2011,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
apple,1,1.26189E+17,Tue Oct 18 06:51:49 +0000 2011,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
apple,1,1.26189E+17,Tue Oct 18 06:51:41 +0000 2011,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
apple,1,1.26167E+17,Tue Oct 18 05:25:51 +0000 2011,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
apple,1,1.26163E+17,Tue Oct 18 05:10:37 +0000 2011,Damn it @Apple!! Whatchu done to my phone??
apple,1,1.26159E+17,Tue Oct 18 04:53:07 +0000 2011,"Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk"
apple,1,1.26155E+17,Tue Oct 18 04:38:59 +0000 2011,"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail"
apple,1,1.26153E+17,Tue Oct 18 04:31:07 +0000 2011,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
apple,1,1.26151E+17,Tue Oct 18 04:20:17 +0000 2011,"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing"
